Company,Date,Experience,Job URL,Job id,Key skills,Location,Salary,Title
Keyassignments IT Solutions Pvt Ltd,1 day ago,4-7 yrs,https://www.naukri.com/job-listings-Data-Science-sapient-perm-Keyassignments-IT-Solutions-Pvt-Ltd-Bengaluru-4-to-7-years-070518004367?src=jobsearchDesk&sid=15518442008280&xp=1&px=1,070518004367,"Python, R, Unix, Linux, SQL",Bengaluru,Not disclosed,"Data Science @sapient(perm) ,"
"Optum, a UnitedHealth Group Company",1 day ago,8-13 yrs,https://www.naukri.com/job-listings-Senior-Manager-Data-Science-Gurgaon-HR-Optum-a-UnitedHealth-Group-Company-Gurgaon-8-to-13-years-050319900979?src=jobsearchDesk&sid=15518442008280&xp=2&px=1,050319900979,"Senior Manager - Data Science - Gurgaon, HR",Gurgaon,Not disclosed,"Senior Manager - Data Science - Gurgaon, HR"
vConstruct Private Limited,1 day ago,8-13 yrs,https://www.naukri.com/job-listings-Data-Science-Business-Manager-vConstruct-Private-Limited-Pune-Hadapsar-8-to-13-years-050319008025?src=jobsearchDesk&sid=15518442008280&xp=3&px=1,050319008025,"Data Mining, Data Analysis, Data Science, Pricing Strategy, Test Data...",Pune(Hadapsar),Not disclosed,Data Science Business Manager
Accenture,1 day ago,1-5 yrs,https://www.naukri.com/job-listings-Data-Science-jupyter-azure-Ml-matlab-Accenture-Bengaluru-1-to-5-years-010319901757?src=jobsearchDesk&sid=15518442008280&xp=4&px=1,010319901757,"Python, Data modeling, MATLAB, SPSS, Computer science, Machine learning...",Bengaluru,Not disclosed,Data Science (jupyter/azure Ml/matlab)
Shell India Markets Private Limited,2 days ago,2-3 yrs,https://www.naukri.com/job-listings-Team-Lead-Data-Science-Shell-India-Markets-Private-Limited-Chennai-2-to-3-years-040319900570?src=jobsearchDesk&sid=15518442008280&xp=5&px=1,040319900570,"Factor Analysis, Deep Learning, Neural Networks, R, Multivariate Analysis...",Chennai,Not disclosed,Team Lead - Data Science
Cognizant Technology Solutions India Ltd,15 days ago,3-6 yrs,https://www.naukri.com/job-listings-Data-Science-spark-Professional-Cognizant-Technology-Solutions-India-Ltd-Chennai-Hyderabad-3-to-6-years-190219004818?src=jobsearchDesk&sid=15518442008280&xp=6&px=1,190219004818,"Data Science / Spark, Azure ML, R, Python, Machine learning...","Chennai, Hyderabad",Not disclosed,Data Science/spark Professional
WebTek Labs Pvt. Ltd.,1 day ago,2-5 yrs,https://www.naukri.com/job-listings-Data-Science-Trainer-WebTek-Labs-Pvt-Ltd-Delhi-NCR-Rajouri-garden-2-to-5-years-050319005958?src=jobsearchDesk&sid=15518442008280&xp=7&px=1,050319005958,"presentable, data science, communication skills, trainers",Delhi NCR(Rajouri garden),"2,00,000 - 3,50,000 P.A.",Data Science Trainer
Accenture,12 days ago,1-4 yrs,https://www.naukri.com/job-listings-Data-Science-jupyter-azure-Ml-matlab-Accenture-Bengaluru-1-to-4-years-220219901505?src=jobsearchDesk&sid=15518442008280&xp=8&px=1,220219901505,"MATLAB, Analytical, Python, Data mining, Analytics, Machine learning...",Bengaluru,Not disclosed,Data Science (jupyter/azure Ml/matlab)
Avyayh,2 days ago,6-11 yrs,https://www.naukri.com/job-listings-Opening-for-Data-Science-With-the-Leadng-Product-Based-Company-Avyayh-Chennai-6-to-11-years-120219009028?src=jobsearchDesk&sid=15518442008280&xp=9&px=1,120219009028,"data science, spark, python, postgresql",Chennai,"10,00,000 - 18,00,000 P.A.",Opening for Data Science With the Leadng Product Based Company
Accenture,12 days ago,1-4 yrs,https://www.naukri.com/job-listings-Data-Science-jupyter-azure-Ml-matlab-Accenture-Bengaluru-1-to-4-years-220219901499?src=jobsearchDesk&sid=15518442008280&xp=10&px=1,220219901499,"MATLAB, Python, Data mining, Analytics, Machine learning, Outsourcing...",Bengaluru,Not disclosed,Data Science (jupyter/azure Ml/matlab)
HuQuo Consulting Pvt. Ltd.,1 day ago,2-5 yrs,https://www.naukri.com/job-listings-Senior-Analyst-Data-Science-Iit-nit-iim-xlri-fms-HuQuo-Consulting-Pvt-Ltd-Gurgaon-2-to-5-years-050319005681?src=jobsearchDesk&sid=15518442008280&xp=11&px=1,050319005681,"Analyst - Data Science, Python, SQL, R, machine learning, regression...",Gurgaon,Not disclosed,Senior Analyst - Data Science - Iit/nit/iim/xlri/fms
Value C Consulting Services Private Limited,3 days ago,10-20 yrs,https://www.naukri.com/job-listings-Vice-President-Data-Science-Value-C-Consulting-Services-Private-Limited-Singapore-United-Kingdom-U-K-10-to-20-years-030319000605?src=jobsearchDesk&sid=15518442008280&xp=12&px=1,030319000605,Data Scientist,"Singapore, United Kingdom (U.K)","50,00,000 - 1 Cr & above P.A.",Vice President- Data Science
Impendi Analytics,1 day ago,1-3 yrs,https://www.naukri.com/job-listings-Business-Analyst-Data-Science-Iit-bits-nsit-Impendi-Analytics-Delhi-1-to-3-years-010319902764?src=jobsearchDesk&sid=15518442008280&xp=13&px=1,010319902764,"statistical modeling, predictive modeling, r, business analysis...",Delhi,Not disclosed,Business Analyst - Data Science - Iit/bits/nsit
Crescendo Global Services,1 day ago,6-10 yrs,https://www.naukri.com/job-listings-Manager-Data-Science-Machine-Learning-Engineering-and-Client-Manageme-Crescendo-Global-Services-Delhi-NCR-6-to-10-years-020319002201?src=jobsearchDesk&sid=15518442008280&xp=14&px=1,020319002201,"Natural Language Processing, Data Science, Machine Learning, Python, R...",Delhi NCR,"18,00,000 - 25,00,000 P.A.",Manager- Data Science Machine Learning Engineering and Client Manageme
Allstate Solutions Private Limited,6 days ago,2-4 yrs,https://www.naukri.com/job-listings-Consultant-Data-Science-Allstate-Solutions-Private-Limited-Bengaluru-2-to-4-years-270219904507?src=jobsearchDesk&sid=15518442008280&xp=15&px=1,270219904507,"hadoop, hive, deep learning, r, text mining, mapreduce, data science...",Bengaluru,Not disclosed,Consultant - Data Science
Amazon Development Centre (India) Pvt. Ltd.,5 days ago,3-8 yrs,https://www.naukri.com/job-listings-Product-Analyst-data-Science-Amazon-Development-Centre-India-Pvt-Ltd-Chennai-3-to-8-years-260219009302?src=jobsearchDesk&sid=15518442008280&xp=16&px=1,260219009302,"data science, business analysis, sql, Analytics, Python, Robot Programming,...",Chennai,"12,00,000 - 22,00,000 P.A.",Product Analyst (data Science)
Accenture,12 days ago,1-4 yrs,https://www.naukri.com/job-listings-Data-Science-jupyter-azure-Ml-matlab-Accenture-Bengaluru-1-to-4-years-220219901498?src=jobsearchDesk&sid=15518442008280&xp=17&px=1,220219901498,"MATLAB, Python, Data mining, Analytics, Machine learning, Outsourcing...",Bengaluru,Not disclosed,Data Science (jupyter/azure Ml/matlab)
Tiger Analytics,6 days ago,2-6 yrs,https://www.naukri.com/job-listings-Senior-Analyst-Data-Science-Tiger-Analytics-Chennai-2-to-6-years-280219901770?src=jobsearchDesk&sid=15518442008280&xp=18&px=1,280219901770,"C, Data Science, Machine Learning, R, Python, Statistical Modeling, Java...",Chennai,Not disclosed,Senior Analyst - Data Science
QuickXpert Infotech,4 days ago,3-8 yrs,https://www.naukri.com/job-listings-Data-Scientist-Data-Science-Trainer-for-Weekend-freelance-Basis-QuickXpert-Infotech-Mumbai-Navi-Mumbai-Thane-3-to-8-years-250219001537?src=jobsearchDesk&sid=15518442008280&xp=19&px=1,250219001537,"machine learning, artificial intelligence, artificial bi, ai, ml...","Mumbai, Navi Mumbai, Thane",Not disclosed,"Data Scientist, Data Science Trainer for Weekend/freelance Basis"
Accenture,13 days ago,2-5 yrs,https://www.naukri.com/job-listings-Data-Science-jupyter-azure-Ml-matlab-Accenture-Bengaluru-2-to-5-years-200219900928?src=jobsearchDesk&sid=15518442008280&xp=20&px=1,200219900928,"Python, MATLAB, Data mining, Machine learning, Outsourcing...",Bengaluru,Not disclosed,Data Science (jupyter/azure Ml/matlab)
Emerging India,12 days ago,3-8 yrs,https://www.naukri.com/job-listings-Data-Scientist-data-Science-Trainer-Emerging-India-Delhi-NCR-Noida-3-to-8-years-220219005029?src=jobsearchDesk&sid=15518442008280&xp=21&px=1,220219005029,"deep learning, r, nosql, data science, nlp, sql, python, machine learning...","Delhi NCR, Noida","6,00,000 - 10,00,000 P.A.",Data Scientist/data Science Trainer
Allstate Solutions Private Limited,6 days ago,6-8 yrs,https://www.naukri.com/job-listings-Lead-Consultant-Data-Science-Allstate-Solutions-Private-Limited-Bengaluru-6-to-8-years-270219904505?src=jobsearchDesk&sid=15518442008280&xp=22&px=1,270219904505,"Hadoop, Hive, Deep Learning, R, Text Mining, Mapreduce, Data Science...",Bengaluru,Not disclosed,Lead Consultant - Data Science
Fidel Softech Pvt. Ltd,5 days ago,3-7 yrs,https://www.naukri.com/job-listings-Data-Science-Engineer-Fidel-Softech-Pvt-Ltd-Japan-3-to-7-years-010319003738?src=jobsearchDesk&sid=15518442008280&xp=23&px=1,010319003738,"data science, elixir, python, scala, Data Visualization, Data Warehousing...",Japan,Not disclosed,Data Science Engineer
Search Folks,5 days ago,5-10 yrs,https://www.naukri.com/job-listings-Data-Science-Engineer-AWS-Certified-Search-Folks-Bengaluru-5-to-10-years-270219904274?src=jobsearchDesk&sid=15518442008280&xp=24&px=1,270219904274,"Spark, Hive, Oozie, Sqoop, SCALA, Big Data, Elastic Search, Java...",Bengaluru,Not disclosed,Data Science Engineer - AWS Certified
Allstate Solutions Private Limited,6 days ago,6-8 yrs,https://www.naukri.com/job-listings-Lead-Consultant-Data-Science-Allstate-Solutions-Private-Limited-Bengaluru-6-to-8-years-270219904504?src=jobsearchDesk&sid=15518442008280&xp=25&px=1,270219904504,"Hadoop, Hive, Deep Learning, R, Text Mining, Mapreduce, Data Science...",Bengaluru,Not disclosed,Lead Consultant - Data Science
Dataone,13 days ago,4-7 yrs,https://www.naukri.com/job-listings-Senior-Data-Science-Engineer-Dataone-Ahmedabad-4-to-7-years-210219006647?src=jobsearchDesk&sid=15518442008280&xp=26&px=1,210219006647,"Data Science, Machine Learning, Open Source",Ahmedabad,Not disclosed,Senior Data Science Engineer
Cognizant,5 days ago,3-6 yrs,https://www.naukri.com/job-listings-Data-Science-spark-Developer-Machine-Learning-r-python-Cognizant-Hyderabad-Chennai-3-to-6-years-260219006665?src=jobsearchDesk&sid=15518442008280&xp=27&px=1,260219006665,"Data Science, Machine Learning, Python, R, Spark, Spark Developer","Hyderabad, Chennai",Not disclosed,Data Science/spark Developer - Machine Learning/r/python
rp consultant,7 days ago,5-10 yrs,https://www.naukri.com/job-listings-Asic-soc-Verification-Experts-in-Ie-s-net-angular-data-Science-java-rp-consultant-Bengaluru-Chennai-Hyderabad-5-to-10-years-270219000191?src=jobsearchDesk&sid=15518442008280&xp=28&px=1,270219000191,".net, java, cloud, devops, hadoop, asic / soc verification experts, vmware,...","Bengaluru, Chennai, Hyderabad","12,00,000 - 22,00,000 P.A.","Asic/soc Verification Experts in Ie&s,.net/angular,data Science,java"
TalPro,7 days ago,8-12 yrs,https://www.naukri.com/job-listings-Chief-Intelligence-Officer-Data-Science-Analytics-TalPro-Delhi-NCR-Mumbai-Bengaluru-Gurgaon-8-to-12-years-270219002811?src=jobsearchDesk&sid=15518442008280&xp=29&px=1,270219002811,"Machine Learning, Web Technologies, Chief Intelligence Officer, Analytics...","Delhi NCR, Mumbai, Bengaluru, Gurgaon",Not disclosed,Chief Intelligence Officer - Data Science & Analytics
Blue Jay Finlease Limited,5 days ago,8-12 yrs,https://www.naukri.com/job-listings-Data-Science-Manager-Ziploan-Blue-Jay-Finlease-Limited-Delhi-NCR-8-to-12-years-270219004361?src=jobsearchDesk&sid=15518442008280&xp=30&px=1,270219004361,"Data Science, Machine Learning, Python, R, SQL, Data Warehousing, Technical...",Delhi NCR,"20,00,000 - 35,00,000 P.A.",Data Science Manager || Ziploan
AXA Business Services Pvt Ltd,9 days ago,3-5 yrs,https://www.naukri.com/job-listings-Associate-Data-Science-Consultant-AXA-Business-Services-Pvt-Ltd-Bengaluru-3-to-5-years-250219002649?src=jobsearchDesk&sid=15518442008280&xp=31&px=1,250219002649,"Text Mining, Data Science, Java, Machine Learning, Python...",Bengaluru,Not disclosed,Associate Data Science Consultant
Crosstab IT Consulting,1 day ago,14-18 yrs,https://www.naukri.com/job-listings-Sr-Manager-Data-Science-Crosstab-IT-Consulting-Bengaluru-14-to-18-years-010319903158?src=jobsearchDesk&sid=15518442008280&xp=32&px=1,010319903158,"ML, AI, Python, R, Data Science, AI / ML Research., Manager Data Science...",Bengaluru,Not disclosed,Sr. Manager Data Science
TalentStack/ The Hiring Story,1 day ago,3-7 yrs,https://www.naukri.com/job-listings-Data-Science-Developer-Analytics-alteryx-TalentStack-The-Hiring-Story-Mumbai-3-to-7-years-020319001085?src=jobsearchDesk&sid=15518442008280&xp=33&px=1,020319001085,"sql database, r, analytics, macros, time series analysis, ms access...",Mumbai,Not disclosed,Data Science Developer - Analytics/alteryx
American Express Company,2 days ago,0-3 yrs,https://www.naukri.com/job-listings-Business-Analyst-Asst-Manager-Global-Commercial-Data-Sciences-American-Express-Company-Gurgaon-0-to-3-years-040319500081?src=jobsearchDesk&sid=15518442008280&xp=34&px=1,040319500081,"Unix, Monitoring, Python, Analytics, Machine learning, Predictive modeling,...",Gurgaon,Not disclosed,Business Analyst/ Asst. Manager - Global Commercial Data Sciences
Asterion Consulting Pvt. Ltd,1 day ago,4-8 yrs,https://www.naukri.com/job-listings-Lead-Data-Science-Asterion-Consulting-Pvt-Ltd-Bengaluru-4-to-8-years-210219007404?src=jobsearchDesk&sid=15518442008280&xp=35&px=1,210219007404,"deep learning, text mining, data science, hive, machine learning, r, python...",Bengaluru,Not disclosed,Lead - Data Science
TalPro,7 days ago,8-12 yrs,https://www.naukri.com/job-listings-Chief-Intelligence-Officer-Data-Science-Analytics-TalPro-Delhi-NCR-Mumbai-Bengaluru-Gurgaon-8-to-12-years-270219001836?src=jobsearchDesk&sid=15518442008280&xp=36&px=1,270219001836,"Machine Learning, Chief Intelligence Officer, Analytics, SAS...","Delhi NCR, Mumbai, Bengaluru, Gurgaon",Not disclosed,Chief Intelligence Officer - Data Science & Analytics
Atria Biosciences,5 days ago,0-2 yrs,https://www.naukri.com/job-listings-Immediately-Need-Data-Science-Instructor-Atria-Biosciences-Mumbai-Bengaluru-Chennai-Hyderabad-Pune-Kolkata-Ahmedabad-Delhi-Kochi-0-to-2-years-010319003178?src=jobsearchDesk&sid=15518442008280&xp=37&px=1,010319003178,"Data Science, Big Data, big analysis, R Programming, r developer...","Mumbai, Bengaluru, Chennai, Hyderabad, Pune, Kolkata, Ahmedabad, Delhi, Kochi","3,00,000 - 4,75,000 P.A.",Immediately Need Data Science Instructor
Jardine Lloyd Thompson India Pvt Ltd.,2 days ago,5-7 yrs,https://www.naukri.com/job-listings-Senior-Specialist-Data-Science-Jardine-Lloyd-Thompson-India-Pvt-Ltd-Mumbai-5-to-7-years-040319501012?src=jobsearchDesk&sid=15518442008280&xp=38&px=1,040319501012,"Sql, Macros, Analytical, Automation, Open Source, Qlikview...",Mumbai,Not disclosed,Senior Specialist Data Science
Huquo Consulting Pvt. Ltd,6 days ago,2-5 yrs,https://www.naukri.com/job-listings-Analyst-Data-Science-Consulting-Firm-Huquo-Consulting-Pvt-Ltd-Gurgaon-2-to-5-years-280219901594?src=jobsearchDesk&sid=15518442008280&xp=39&px=1,280219901594,"Machine Learning, Neural Networks, Data Science, R, Time Series, SQL...",Gurgaon,Not disclosed,Analyst - Data Science - Consulting Firm
DIGIFOCAL IT SOLUTIONS PRIVATE LIMITED,5 days ago,2-5 yrs,https://www.naukri.com/job-listings-Opening-for-Data-Science-DIGIFOCAL-IT-SOLUTIONS-PRIVATE-LIMITED-Mumbai-2-to-5-years-280119001294?src=jobsearchDesk&sid=15518442008280&xp=40&px=1,280119001294,"sas, r, python, analytics, machine learning, predictive modeling, sql, data...",Mumbai,"5,00,000 - 10,00,000 P.A.",Job Opening for Data Science
American Express Services India Pvt. Ltd.,2 days ago,0-3 yrs,https://www.naukri.com/job-listings-Business-Analyst-Asst-Manager-Global-Commercial-Data-Sciences-American-Express-Services-India-Pvt-Ltd-Gurgaon-0-to-3-years-040319500094?src=jobsearchDesk&sid=15518442008280&xp=41&px=1,040319500094,"Unix, Monitoring, Python, Analytics, Machine learning, Predictive modeling,...",Gurgaon,Not disclosed,Business Analyst/ Asst. Manager - Global Commercial Data Sciences
Asterion Consulting Pvt. Ltd,1 day ago,10-20 yrs,https://www.naukri.com/job-listings-Senior-Consultant-machine-Learning-Data-Science-Asterion-Consulting-Pvt-Ltd-Bengaluru-10-to-20-years-250219002257?src=jobsearchDesk&sid=15518442008280&xp=42&px=1,250219002257,"Data Science, Machine Learning, Project Planning, Model Development",Bengaluru,Not disclosed,Senior Consultant (machine Learning & Data Science)
CareerNet,13 days ago,6-9 yrs,https://www.naukri.com/job-listings-Senior-Customer-Success-Specialist-Data-Science-Machine-Learning-CareerNet-Bengaluru-6-to-9-years-210219900633?src=jobsearchDesk&sid=15518442008280&xp=43&px=1,210219900633,"Data Science, Selenium Webdriver, Machine Learning, Python, R, Data Mining,...",Bengaluru,Not disclosed,Senior Customer Success Specialist - Data Science/ Machine Learning
Naresh I Technologies,4 days ago,4-9 yrs,https://www.naukri.com/job-listings-Data-Science-Trainer-Naresh-I-Technologies-Hyderabad-4-to-9-years-280119006091?src=jobsearchDesk&sid=15518442008280&xp=44&px=1,280119006091,"Data Science, Machine Learning, Big Data, R programming",Hyderabad,Not disclosed,Data Science Trainer
Sabre Travel Technologies Pvt. Ltd,5 days ago,5-8 yrs,https://www.naukri.com/job-listings-Senior-Operations-Research-Data-Science-Sabre-Travel-Technologies-Pvt-Ltd-Bengaluru-5-to-8-years-270219005491?src=jobsearchDesk&sid=15518442008280&xp=45&px=1,270219005491,"c, c++, java, python, data science, microservices, c#, r, agile development...",Bengaluru,"17,00,000 - 25,00,000 P.A.",Senior Operations Research / Data Science
Asterion Consulting Pvt. Ltd,1 day ago,8-13 yrs,https://www.naukri.com/job-listings-AVP-Data-Science-Asterion-Consulting-Pvt-Ltd-Bengaluru-8-to-13-years-220219008815?src=jobsearchDesk&sid=15518442008280&xp=46&px=1,220219008815,"data science, Machine learning, python, Deep Learning",Bengaluru,Not disclosed,AVP - Data Science
Crescendo Global Services,1 day ago,2-5 yrs,https://www.naukri.com/job-listings-Deputy-Manager-2-4-yrs-Python-data-Science-Crescendo-Global-Services-Gurgaon-2-to-5-years-020319002371?src=jobsearchDesk&sid=15518442008280&xp=47&px=1,020319002371,Python,Gurgaon,"9,00,000 - 12,00,000 P.A.",Deputy Manager- (2-4 yrs )- Python/data Science
Karvy Insights Limited,6 days ago,3-5 yrs,https://www.naukri.com/job-listings-Senior-Executive-Data-Science-Karvy-Insights-Limited-Delhi-NCR-Hauz-Khas-3-to-5-years-280219006986?src=jobsearchDesk&sid=15518442008280&xp=48&px=1,280219006986,"Data Science, Survey Programmer, survey developer, survey coding",Delhi NCR(Hauz Khas),Not disclosed,Senior Executive Data Science
Impetus Career Consultants Private Limited,7 days ago,9-14 yrs,https://www.naukri.com/job-listings-Urgent-Opening-for-Data-Science-for-a-Large-MNC-Impetus-Career-Consultants-Private-Limited-Pune-9-to-14-years-190618007851?src=jobsearchDesk&sid=15518442008280&xp=49&px=1,190618007851,"cloudera, hive, hbase, big data, data science, tableau, SQL, Quickview",Pune,Not disclosed,Urgent Opening for Data Science for a Large MNC
QuickXpert Infotech,4 days ago,8-13 yrs,https://www.naukri.com/job-listings-Data-Scientist-Data-Science-Trainer-for-Weekend-freelance-Basis-QuickXpert-Infotech-Mumbai-Navi-Mumbai-Thane-8-to-13-years-250219001548?src=jobsearchDesk&sid=15518442008280&xp=50&px=1,250219001548,"machine learning, artificial intelligence, artificial bi, ai, ml...","Mumbai, Navi Mumbai, Thane",Not disclosed,"Data Scientist, Data Science Trainer for Weekend/freelance Basis"
